         96116814 function calls (96095838 primitive calls) in 44.675 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:578(_ReducedHCT_Element)
      706    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
        3    0.000    0.000    0.000    0.000 random_variable.py:27(phi)
       29    0.000    0.000    0.000    0.000 core.py:5682(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:3316(tick_params)
     1236    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       74    0.000    0.000    0.000    0.000 transforms.py:2498(composite_transform_factory)
        1    0.000    0.000    0.000    0.000 argparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:4112(title)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
       19    0.000    0.000    0.000    0.000 patches.py:880(get_bbox)
       23    0.000    0.000    0.000    0.000 typing.py:1493(__getitem__)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
      990    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        2    0.000    0.000    0.000    0.000 enum.py:846(_create_)
2841/2839    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       32    0.000    0.000    0.000    0.000 font_manager.py:899(copy)
       11    0.000    0.000    0.000    0.000 version.py:186(__init__)
        4    0.000    0.000    0.000    0.000 spines.py:35(__init__)
        1    0.000    0.000    0.000    0.000 {method 'set_window_title' of '_macosx.FigureManager' objects}
      845    0.000    0.000    0.000    0.000 inspect.py:767(_is_wrapper)
        2    0.000    0.000    0.000    0.000 tokenize.py:337(read_or_stop)
      574    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 _axes.py:104(set_title)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _zeros_py.py:675(brentq)
       23    0.000    0.000    0.000    0.000 core.py:5225(__init__)
        3    0.000    0.000    0.000    0.000 drift_random_process.py:33(get_underlying_xi_for_time)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
       42    0.000    0.000    0.000    0.000 core.py:2438(__init__)
       22    0.000    0.000    0.000    0.000 core.py:4077(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       63    0.000    0.000    0.000    0.000 colors.py:240(_check_color_like)
        1    0.000    0.000    0.000    0.000 __init__.py:805(copy)
        2    0.000    0.000    0.000    0.000 __init__.py:514(_get_config_or_cache_dir)
        4    0.000    0.000    0.000    0.000 skewed_stable_random_variable.py:9(__init__)
      501    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        9    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      211    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hatch.py:1(<module>)
      676    0.000    0.000    0.000    0.000 __init__.py:99(check_in_list)
      164    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
      578    0.000    0.000    0.000    0.000 enum.py:768(__delattr__)
      325    0.000    0.000    0.000    0.000 function_base.py:483(_add_docstring)
       26    0.000    0.000    0.000    0.000 font_manager.py:595(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3823(__init__)
      116    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1416(ArtistInspector)
        5    0.000    0.000    0.000    0.000 transforms.py:1400(contains_branch_seperately)
       76    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_held_figure)
      187    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
       15    0.000    0.000    0.000    0.000 typing.py:1507(__getitem_inner__)
       46    0.000    0.000    0.000    0.000 lines.py:647(set_data)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
        1    0.000    0.000    0.000    0.000 difflib.py:1(<module>)
     1292    0.000    0.000    0.000    0.000 __init__.py:670(_set)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
      134    0.000    0.000    0.000    0.000 artist.py:103(_stale_axes_callback)
        2    0.000    0.000    0.000    0.000 axis.py:1189(_set_lim)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
      224    0.000    0.000    0.000    0.000 contextlib.py:287(helper)
     1676    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 __init__.py:588(matplotlib_fname)
        5    0.000    0.000    0.000    0.000 transforms.py:1381(contains_branch)
      718    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       76    0.000    0.000    0.000    0.000 artist.py:437(set_transform)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
       40    0.000    0.000    0.000    0.000 markers.py:257(_recache)
       49    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2262(_IPv6Constants)
       32    0.000    0.000    0.000    0.000 font_manager.py:615(_from_any)
        1    0.000    0.000    0.000    0.000 axis.py:2532(__init__)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
       43    0.000    0.000    0.000    0.000 _compiler.py:384(_mk_bitmap)
      139    0.000    0.000    0.000    0.000 core.py:1964(__eq__)
       60    0.000    0.000    0.000    0.000 enum.py:950(_get_mixins_)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
      213    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2186(__init__)
       21    0.000    0.000    0.000    0.000 transforms.py:813(from_extents)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:1297(_parse_legend_args)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6855(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method scipy.optimize._zeros._brentq}
       29    0.000    0.000    0.000    0.000 contextlib.py:260(contextmanager)
        1    0.000    0.000    0.000    0.000 scale.py:737(_get_scale_docs)
      703    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
     1106    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
      846    0.000    0.000    0.000    0.000 _parser.py:79(groups)
  218/205    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       78    0.000    0.000    0.000    0.000 core.py:4078(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1282(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6860(getdoc)
       24    0.000    0.000    0.000    0.000 dtypes.py:66(_add_dtype_helper)
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      263    0.000    0.000    0.000    0.000 core.py:3767(<genexpr>)
       14    0.000    0.000    0.000    0.000 core.py:5899(__init__)
      169    0.000    0.000    0.000    0.000 core.py:2422(__new__)
        1    0.000    0.000    0.000    0.000 _base.py:785(set_subplotspec)
        8    0.000    0.000    0.000    0.000 typing.py:1793(__new__)
      593    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      838    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        4    0.000    0.000    0.000    0.000 __init__.py:609(gen_candidates)
       94    0.000    0.000    0.000    0.000 artist.py:730(set_figure)
      146    0.000    0.000    0.000    0.000 transforms.py:182(set_children)
     1868    0.000    0.000    0.000    0.000 typing.py:1570(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 figure.py:2360(Figure)
      150    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
       28    0.000    0.000    0.000    0.000 lines.py:1053(set_color)
  202/171    0.000    0.000    0.000    0.000 typing.py:1544(__hash__)
        1    0.000    0.000    0.000    0.000 results.py:1(<module>)
      170    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:420(_populate)
  432/333    0.000    0.000    0.000    0.000 typing.py:1232(__hash__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1475(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:2240(LogLocator)
       77    0.000    0.000    0.000    0.000 _zeros_py.py:89(f_raise)
        1    0.000    0.000    0.000    0.000 __init__.py:552(get_configdir)
       18    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       27    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
      905    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      588    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
      172    0.000    0.000    0.000    0.000 transforms.py:1769(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:694(__init__)
       32    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       63    0.000    0.000    0.000    0.000 transforms.py:2348(__init__)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
      822    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
      848    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       52    0.000    0.000    0.000    0.000 core.py:894(__init__)
       18    0.000    0.000    0.000    0.000 cbook.py:215(connect)
  845/622    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       50    0.000    0.000    0.000    0.000 typing.py:1428(<genexpr>)
       92    0.000    0.000    0.000    0.000 __init__.py:64(check_isinstance)
     1717    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 axis.py:2298(_init)
      871    0.000    0.000    0.000    0.000 typing.py:1226(__eq__)
       44    0.000    0.000    0.000    0.000 transforms.py:758(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2536(_init)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
       30    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
      154    0.000    0.000    0.000    0.000 _compiler.py:214(_compile_charset)
      607    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      698    0.000    0.000    0.000    0.000 ast.py:257(iter_fields)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:658(get_position)
      106    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        8    0.000    0.000    0.000    0.000 offsetbox.py:421(__init__)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        7    0.000    0.000    0.000    0.000 core.py:1446(__radd__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      170    0.000    0.000    0.000    0.000 colors.py:953(copy)
      715    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
       84    0.000    0.000    0.000    0.000 lines.py:1197(_set_markercolor)
      682    0.000    0.000    0.000    0.000 enum.py:197(__get__)
       25    0.000    0.000    0.000    0.000 inspect.py:1460(formatannotation)
       35    0.000    0.000    0.000    0.000 text.py:982(set_color)
       34    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
        1    0.000    0.000    0.000    0.000 widgets.py:344(Slider)
      597    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
     2000    0.000    0.000    0.000    0.000 fixed_interval_stick_breaking_representation.py:21(get_T)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2793(NavigationToolbar2)
      605    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        7    0.000    0.000    0.000    0.000 _base.py:2516(_process_unit_info)
       14    0.000    0.000    0.000    0.000 __init__.py:199(split)
  306/282    0.000    0.000    0.000    0.000 results.py:171(__init__)
      147    0.000    0.000    0.000    0.000 _parser.py:886(_parse_flags)
       60    0.000    0.000    0.000    0.000 enum.py:991(_find_data_type_)
       66    0.000    0.000    0.000    0.000 typing.py:1531(<genexpr>)
       55    0.000    0.000    0.000    0.000 lines.py:1270(set_xdata)
      603    0.000    0.000    0.000    0.000 _parser.py:168(__setitem__)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       36    0.000    0.000    0.000    0.000 rcsetup.py:744(<genexpr>)
      670    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       65    0.000    0.000    0.000    0.000 results.py:442(__iadd__)
      708    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:667(__init__)
      107    0.000    0.000    0.000    0.000 _parser.py:442(_uniq)
    15/10    0.000    0.000    0.000    0.000 transforms.py:2384(__eq__)
       47    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       28    0.000    0.000    0.000    0.000 pathlib.py:1066(_make_child_relpath)
      125    0.000    0.000    0.000    0.000 transforms.py:158(invalidate)
       28    0.000    0.000    0.000    0.000 lines.py:1138(set_linestyle)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        5    0.000    0.000    0.000    0.000 dataclasses.py:882(_hash_add)
       15    0.000    0.000    0.000    0.000 typing.py:1489(copy_with)
       13    0.000    0.000    0.000    0.000 patches.py:340(_set_facecolor)
     1330    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:448(get_makefile_filename)
       43    0.000    0.000    0.000    0.000 core.py:3107(_generateDefaultName)
       60    0.000    0.000    0.000    0.000 pathlib.py:1158(__init__)
        8    0.000    0.000    0.000    0.000 core.py:584(_setResultsName)
        7    0.000    0.000    0.000    0.000 core.py:5904(__add__)
        1    0.000    0.000    0.000    0.000 patches.py:3086(ArrowStyle)
        1    0.000    0.000    0.000    0.000 projections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
      212    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       39    0.000    0.000    0.000    0.000 typing.py:340(_flatten_literal_params)
       11    0.000    0.000    0.000    0.000 core.py:1697(__call__)
      170    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
       13    0.000    0.000    0.000    0.000 textwrap.py:470(indent)
        1    0.000    0.000    0.000    0.000 sysconfig.py:631(get_path)
        5    0.000    0.000    0.000    0.000 dataclasses.py:675(_hash_fn)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:865(sort)
      537    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        1    0.000    0.000    0.000    0.000 sysconfig.py:619(get_paths)
        3    0.000    0.000    0.000    0.000 pathlib.py:1198(home)
       60    0.000    0.000    0.000    0.000 inspect.py:2798(replace)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
        5    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
      224    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
    429/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
        5    0.000    0.000    0.000    0.000 path.py:279(__deepcopy__)
       18    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:266(_expand_vars)
       12    0.000    0.000    0.000    0.000 lines.py:1183(set_marker)
       29    0.000    0.000    0.000    0.000 enum.py:1018(_find_new_)
        1    0.000    0.000    0.000    0.000 _vertex.py:1(<module>)
      325    0.000    0.000    0.000    0.000 function_base.py:465(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _base.py:1515(_set_title_offset_trans)
      424    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 isoparser.py:1(<module>)
       51    0.000    0.000    0.000    0.000 figure.py:68(_stale_figure_callback)
        1    0.000    0.000    0.000    0.000 ExifTags.py:304(GPS)
       21    0.000    0.000    0.000    0.000 transforms.py:794(unit)
        5    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:101(resize)
       30    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.000    0.000 actions.py:1(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:416(by_key)
        8    0.000    0.000    0.000    0.000 backend_macosx.py:125(<genexpr>)
        1    0.000    0.000    0.000    0.000 geo.py:341(MollweideAxes)
        1    0.000    0.000    0.000    0.000 exceptions.py:25(ParseBaseException)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:71(add_newdoc_for_scalar_type)
       77    0.000    0.000    0.000    0.000 random_variable.py:38(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
        1    0.000    0.000    0.000    0.000 patches.py:2658(ConnectionStyle)
       32    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       21    0.000    0.000    0.000    0.000 fromnumeric.py:200(reshape)
  439/438    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        6    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_aliases)
      532    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
      222    0.000    0.000    0.000    0.000 transforms.py:1329(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:84(TransformNode)
        1    0.000    0.000    0.000    0.000 pathlib.py:81(_make_selector)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 widgets.py:1341(TextBox)
     1001    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      542    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
       52    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:193(__init__)
        1    0.000    0.000    0.000    0.000 texmanager.py:1(<module>)
      228    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
      488    0.000    0.000    0.000    0.000 typing.py:1539(__eq__)
      115    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 geo.py:413(LambertAxes)
        1    0.000    0.000    0.000    0.000 deprecation.py:379(wrapper)
        1    0.000    0.000    0.000    0.000 widgets.py:2533(SpanSelector)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
       44    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        4    0.000    0.000    0.000    0.000 stick_breaking_representation_factory.py:10(create)
        3    0.000    0.000    0.000    0.000 pathlib.py:1399(expanduser)
        5    0.000    0.000    0.000    0.000 transforms.py:2162(__eq__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:760(_get_field)
      130    0.000    0.000    0.000    0.000 colors.py:967(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:144(get_grid_positions)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:106(_compile_pattern)
        1    0.000    0.000    0.000    0.000 legend.py:1285(_get_legend_handles_labels)
        2    0.000    0.000    0.000    0.000 getlimits.py:540(_init)
       33    0.000    0.000    0.000    0.000 lines.py:732(set_transform)
     2107    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       20    0.000    0.000    0.000    0.000 colors.py:1189(reversed)
       13    0.000    0.000    0.000    0.000 functools.py:651(cache)
       19    0.000    0.000    0.000    0.000 artist.py:24(_prevent_rasterization)
        1    0.000    0.000    0.000    0.000 widgets.py:615(RangeSlider)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
      141    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        2    0.000    0.000    0.000    0.000 ticker.py:2858(__init__)
    347/1    0.000    0.000    0.000    0.000 __config__.py:19(_cleanup)
        1    0.000    0.000    0.000    0.000 proj3d.py:1(<module>)
      356    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
       40    0.000    0.000    0.000    0.000 colors.py:1149(__init__)
      605    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.000    0.000 unicode.py:128(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 arraysetops.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:58(bitname)
       33    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 geo.py:246(AitoffAxes)
      210    0.000    0.000    0.000    0.000 inspect.py:2005(_signature_get_user_defined_method)
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
       77    0.000    0.000    0.000    0.000 sum_of_independent_random_variable.py:21(psi)
      323    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
      183    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1330(__init__)
      106    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       52    0.000    0.000    0.000    0.000 transforms.py:2043(scale)
        5    0.000    0.000    0.000    0.000 offsetbox.py:603(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1908(_set_device_pixel_ratio)
       13    0.000    0.000    0.000    0.000 core.py:8389(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
        2    0.000    0.000    0.000    0.000 figure.py:3005(set_size_inches)
       48    0.000    0.000    0.000    0.000 font_manager.py:814(set_size)
      173    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 ticker.py:1974(__init__)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 colors.py:1679(_make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 _base.py:819(set_figure)
      586    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        7    0.000    0.000    0.000    0.000 core.py:3552(__init__)
        6    0.000    0.000    0.000    0.000 legend.py:1251(_get_legend_handles)
       28    0.000    0.000    0.000    0.000 lines.py:1407(set_dash_capstyle)
       44    0.000    0.000    0.000    0.000 typing.py:953(_typevar_subst)
        1    0.000    0.000    0.000    0.000 contour.py:716(ContourSet)
       44    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
    11/10    0.000    0.000    0.000    0.000 transforms.py:1777(__eq__)
        4    0.000    0.000    0.000    0.000 fixed_interval_stick_breaking_representation.py:9(__init__)
       28    0.000    0.000    0.000    0.000 lines.py:1221(set_markerfacecolor)
       29    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       12    0.000    0.000    0.000    0.000 patches.py:347(set_facecolor)
       54    0.000    0.000    0.000    0.000 transforms.py:1889(__init__)
       21    0.000    0.000    0.000    0.000 transforms.py:2576(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 axis.py:43(Tick)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
        1    0.000    0.000    0.000    0.000 _osx_support.py:331(_check_for_unavailable_sdk)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       21    0.000    0.000    0.000    0.000 text.py:1095(set_fontsize)
       11    0.000    0.000    0.000    0.000 cbook.py:229(_connect_picklable)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
       60    0.000    0.000    0.000    0.000 pathlib.py:358(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:596(Axis)
       11    0.000    0.000    0.000    0.000 stride_tricks.py:480(broadcast_arrays)
      572    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
  163/125    0.000    0.000    0.000    0.000 transforms.py:167(_invalidate_internal)
       13    0.000    0.000    0.000    0.000 core.py:8394(getdoc)
       70    0.000    0.000    0.000    0.000 inspect.py:2123(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
        1    0.000    0.000    0.000    0.000 core.py:456(DebugActions)
        1    0.000    0.000    0.000    0.000 patches.py:374(set_alpha)
       22    0.000    0.000    0.000    0.000 transforms.py:1084(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:72(ContourLabeler)
        1    0.000    0.000    0.000    0.000 figure.py:2761(_set_dpi)
        1    0.000    0.000    0.000    0.000 widgets.py:3733(LassoSelector)
        1    0.000    0.000    0.000    0.000 geo.py:297(HammerTransform)
        2    0.000    0.000    0.000    0.000 ticker.py:2034(set_params)
       39    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
       28    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
     1876    0.000    0.000    0.000    0.000 __init__.py:847(<lambda>)
      430    0.000    0.000    0.000    0.000 {built-in method sys.intern}
    28/24    0.000    0.000    0.000    0.000 spines.py:339(get_spine_transform)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
       18    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       55    0.000    0.000    0.000    0.000 lines.py:1291(set_ydata)
      163    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
      318    0.000    0.000    0.000    0.000 __init__.py:781(__iter__)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:871(is_dir)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       31    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
       14    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
     1063    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
